2891C,中信金丙特,市,12月12日,,58.8,0,0,1,0.07,58.8,58.8,58.8,58.8,0,,,    ,    ,    ,    ,    
2915,潤泰全,市,12月12日,,62.4,-1.1,-1.73,"5,207",324,63.5,62.9,63.1,61.9,1.89,11.2,0.77,    ,    ,    ,    ,    
2926,誠品生活,櫃,12月12日,,67,-0.8,-1.18,22,1.46,67.8,67.8,67.8,67,1.18,,6.06,    ,    ,    ,    ,    
3003,健和興,市,12月12日,,71.9,-0.2,-0.28,253,18.2,72.1,72.1,72.4,71.5,1.25,20,1.81,    ,    ,    ,    ,    
3015,全漢,市,12月12日,,52.1,-0.1,-0.19,251,13.1,52.2,52,52.4,52,0.77,14,0.71,    ,    ,    ,    ,    
3016,嘉晶,市,12月12日,,63,0.5,0.8,572,36.2,62.5,63.1,64.5,62.8,2.72,90,3.75,    ,    ,    ,    ,    
3019,亞光,市,12月12日,,69,3.2,4.86,"8,948",616,65.8,66.6,69.7,66.4,5.02,31.5,1.49,    ,    ,    ,    ,    
3029,零壹,市,12月12日,,64.1,-0.5,-0.77,985,63.3,64.6,64.3,64.6,64,0.93,14.9,2.49,    ,    ,    ,    ,    
3030,德律,市,12月12日,,61.3,-0.4,-0.65,507,31.1,61.7,61.7,61.8,61.2,0.97,13.9,2.09,    ,    ,    ,    ,    
3032,偉訓,市,12月12日,,68.4,-0.4,-0.58,"1,963",135,68.8,68.9,69.5,68.4,1.6,13.6,2.62,    ,    ,    ,    ,    
3046,建碁,市,12月12日,,62.4,-0.6,-0.95,269,16.9,63,63,63.4,62.4,1.59,19.1,3.6,    ,    ,    ,    ,    
3083,網龍,櫃,12月12日,,50.9,0,0,473,24.1,50.9,51.4,51.6,50.7,1.77,,3.75,    ,    ,    ,    ,    
3090,日電貿,市,12月12日,,59.5,-0.1,-0.17,352,21,59.6,59.9,59.9,59.3,1.01,16.8,2.06,    ,    ,    ,    ,    
3122,笙泉,櫃,12月12日,,50.9,0.5,0.99,"3,851",198,50.4,51,53.2,49.85,6.65,,4.46,    ,    ,    ,    ,    
3167,大量,市,12月12日,,50.2,-0.5,-0.99,77,3.91,50.7,50.7,51,50.2,1.58,,1.95,    ,    ,    ,    ,    
3226,至寶電,櫃,12月12日,,58.5,-1,-1.68,14,0.85,59.5,60,60,58,3.36,16.5,2.48,    ,    ,    ,    ,    
3257,虹冠電,市,12月12日,,73.8,-2.1,-2.77,"1,106",82.4,75.9,76,76.3,73.7,3.43,30.2,3.66,    ,    ,    ,    ,    
3305,昇貿,市,12月12日,,70.7,-0.9,-1.26,"1,674",120,71.6,71.7,72.6,70.4,3.07,56.6,1.96,    ,    ,    ,    ,    
3306,鼎天,櫃,12月12日,,50.9,-0.8,-1.55,648,33.1,51.7,51.8,52.7,50.4,4.45,48.5,0.89,    ,    ,    ,    ,    
3317,尼克森,櫃,12月12日,,64.3,1.2,1.9,"1,859",120,63.1,63.5,65.2,63.4,2.85,22.3,1.62,    ,    ,    ,    ,    
3338,泰碩,市,12月12日,,61.6,-0.6,-0.96,"9,454",606,62.2,65,66.4,61.5,7.88,24.2,2.9,    ,    ,    ,    ,    
3363,上詮,櫃,12月12日,,73.7,-2.3,-3.03,"8,542",637,76,76.8,77,73.4,4.74,164,4.04,    ,    ,    ,    ,    
3388,崇越電,櫃,12月12日,,70.4,0.2,0.28,73,5.15,70.2,70.1,70.4,70,0.57,22.8,1.17,    ,    ,    ,    ,    
3402,漢科,櫃,12月12日,,70.2,0.6,0.86,"1,408",99.1,69.6,69.6,71.4,69.2,3.16,13.6,2.9,    ,    ,    ,    ,    
3438,類比科,櫃,12月12日,,72,-1,-1.37,"1,322",95.7,73,72.3,74.4,71.2,4.38,,1.78,    ,    ,    ,    ,    
3450,聯鈞,市,12月12日,,60.3,-2.2,-3.52,"9,048",553,62.5,63,63.1,59.9,5.12,,2.28,    ,    ,    ,    ,    
3455,由田,櫃,12月12日,,73.5,-0.2,-0.27,72,5.32,73.7,74,74,73.2,1.09,12,1.77,    ,    ,    ,    ,    
3501,維熹,市,12月12日,,51.9,0.5,0.97,285,14.8,51.4,51.5,52.2,51.5,1.36,11.5,0.94,    ,    ,    ,    ,    
3504,揚明光,市,12月12日,,65.2,0.3,0.46,"1,518",101,64.9,65,67.3,64.9,3.7,,2.38,    ,    ,    ,    ,    
3528,安馳,市,12月12日,,53.4,0.7,1.33,141,7.54,52.7,53.7,53.7,52.6,2.09,19.1,2,    ,    ,    ,    ,    
3556,禾瑞亞,櫃,12月12日,,62.3,0.2,0.32,116,7.17,62.1,62.3,62.3,61.8,0.81,21.3,3.4,    ,    ,    ,    ,    
